id,url
1018261,https://sites.google.com/site/caledoniafarmersmarket/
1018318,http://www.StearnsHomestead.com
1009364,http://thetownofsixmile.wordpress.com/
1010691,
1002454,
1011100,http://www.12southfarmersmarket.com
1009845,http://www.125thStreetFarmersMarket.com
1005586,
1008071,
1012710,
1016782,https://www.grownyc.org/greenmarket/manhattan/175th-street
1003877,http://www.iatp.org/minimarkets
1016784,http://enrichmond.org
1010968,http://thefoodtrust.org/farmers-markets/market/18th-Christian
1009994,
1018365,
1012790,
1012158,http://21acres.org
1010873,
1005309,http://thefoodtrust.org/farmers-markets/market/22nd-tasker
1000709,http://www.highlandsnj.com
1011881,http://northloganmarket.com
1010966,http://thefoodtrust.org/farmers-markets/market/26th-Allegheny
1005299,http://thefoodtrust.org/farmers-markets/market/29th-wharton
1010994,http://secondstageAmherst.org
1009959,http://www.metroparks.org
1004950,http://www.3frenchhensmarket.blogspot.com
1010775,
1018656,http://www.31mainfarmersmarket.com
1005636,http://www.32ndstreetmarket.org
1005310,http://thefoodtrust.org/farmers-markets/market/33rd-diamond
1018389,
1012280,http://www.39northdowntown.com
1004414,http://www.carsonfarmersmarket.com
1011213,
1010965,http://thefoodtrust.org/farmers-markets/market/fairhill-square
1006234,http://www.4thstreetfarmersmarket.com
1006494,
1005304,http://thefoodtrust.org/farmers-markets/market/52nd-haverford
1000060,http://www.grownyc.org
1005306,http://thefoodtrust.org/farmers-markets/market/58th-chester
1018426,http://61market.org
1012500,http://arizonacommunityfarmersmarkets.com
1000061,http://www.grownyc.org
1000062,http://www.grownyc.org
1008391,
1001961,
1000063,http://www.grownyc.org
1000064,http://www.grownyc.org
1011989,http://Farmtoforkks.com
1000986,http://www.9thwestfarmersmarket.org
1010617,http://organicgrowndirect.com/
1001683,
1009004,
1001887,
1007585,
1009028,
1004573,
1004598,
1003865,http://www.iatp.org/minimarkets
1002947,http://www.dakotaflavor.com/category.asp?catid=12
1004031,
1010487,http://www.abingdonfarmersmarket.com
1000065,http://www.grownyc.org
1006988,http://www.abingtonsage.com
1007070,
1011313,
1004762,http://www.abquptowngrowersmarket.org
1009543,http://www.appleblossomvillage.com/
1002108,
1007575,
1005122,
